Sno,Movie Name,Director1,Director2,Director3,Duration,Year,Ratings,Metascore
1378,Star Wars: Episode VI - Return of the Jedi,Richard Marquand,-,-,131 min,1983,8.3,58        
1379,Princess Mononoke,Hayao Miyazaki,-,-,134 min,1997,8.3,76        
1380,North by Northwest,Alfred Hitchcock,-,-,136 min,1959,8.3,98        
1381,Dangal,Nitesh Tiwari,-,-,161 min,2016,8.3,-
1382,Kantara,Rishab Shetty,-,-,148 min,2022,8.3,-
1383,K.G.F: Chapter 2,Prashanth Neel,-,-,168 min,2022,8.3,-
1384,Vikram,Lokesh Kanagaraj,-,-,175 min,2022,8.3,-
1385,Shershaah,Vishnuvardhan,-,-,135 min,2021,8.3,-
1386,Raatchasan,Ram Kumar,-,-,170 min,2018,8.3,-
1387,Indiana Jones and the Last Crusade,Steven Spielberg,-,-,127 min,1989,8.2,65        
1388,Spider-Man: No Way Home,Jon Watts,-,-,148 min,2021,8.2,71        
1389,Jurassic Park,Steven Spielberg,-,-,127 min,1993,8.2,68        
1390,Batman Begins,Christopher Nolan,-,-,140 min,2005,8.2,70        
1391,1917,Sam Mendes,-,-,119 min,2019,8.2,78        
1392,Die Hard,John McTiernan,-,-,132 min,1988,8.2,72        
1393,Kill Bill: Vol. 1,Quentin Tarantino,-,-,111 min,2003,8.2,69        
1394,V for Vendetta,James McTeigue,-,-,132 min,2005,8.2,62        
1395,Ran,Akira Kurosawa,-,-,162 min,1985,8.2,97        
1396,Demon Slayer the Movie: Mugen Train,Haruo Sotozaki,-,-,117 min,2020,8.2,72        
1397,Gangs of Wasseypur,Anurag Kashyap,-,-,321 min,2012,8.2,89        
1398,Baahubali 2: The Conclusion,S.S. Rajamouli,-,-,167 min,2017,8.2,-
1399,Yojimbo,Akira Kurosawa,-,-,110 min,1961,8.2,93        
1400,Uri: The Surgical Strike,Aditya Dhar,-,-,138 min,2019,8.2,-
1401,The Dark Knight,Christopher Nolan,-,-,152 min,2008,9.0,84        
1402,The Lord of the Rings: The Return of the King,Peter Jackson,-,-,201 min,2003,9.0,94        
1403,Spider-Man: Across the Spider-Verse,Joaquim Dos Santos,Kemp Powers,Justin K. Thompson,140 min,2023,8.9,86        
1404,Inception,Christopher Nolan,-,-,148 min,2010,8.8,74        
1405,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,-,-,178 min,2001,8.8,92        
1406,The Lord of the Rings: The Two Towers,Peter Jackson,-,-,179 min,2002,8.8,87        
1407,The Matrix,Lana Wachowski,Lilly Wachowski,-,136 min,1999,8.7,73        
1408,Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,-,-,124 min,1980,8.7,82        
1409,Soorarai Pottru,Sudha Kongara,-,-,153 min,2020,8.7,-
1410,Terminator 2: Judgment Day,James Cameron,-,-,137 min,1991,8.6,75        
1411,Star Wars: Episode IV - A New Hope,George Lucas,-,-,121 min,1977,8.6,90        
1412,Seven Samurai,Akira Kurosawa,-,-,207 min,1954,8.6,98        
1413,Harakiri,Masaki Kobayashi,-,-,133 min,1962,8.6,85        
1414,Sita Ramam,Hanu Raghavapudi,-,-,163 min,2022,8.6,-
1415,Gladiator,Ridley Scott,-,-,155 min,2000,8.5,67        
1416,Léon: The Professional,Luc Besson,-,-,110 min,1994,8.5,64        
1417,Raiders of the Lost Ark,Steven Spielberg,-,-,115 min,1981,8.4,85        
1418,Spider-Man: Into the Spider-Verse,Bob Persichetti,Peter Ramsey,Rodney Rothman,117 min,2018,8.4,87        
1419,Avengers: Endgame,Anthony Russo,Joe Russo,-,181 min,2019,8.4,78        
1420,Aliens,James Cameron,-,-,137 min,1986,8.4,84        
1421,Oldboy,Park Chan-wook,-,-,120 min,2003,8.4,77        
1422,The Dark Knight Rises,Christopher Nolan,-,-,164 min,2012,8.4,78        
1423,Avengers: Infinity War,Anthony Russo,Joe Russo,-,149 min,2018,8.4,68        
1424,Kaithi,Lokesh Kanagaraj,-,-,145 min,2019,8.4,-
1425,Asuran,Vetrimaaran,-,-,141 min,2019,8.4,-
1426,Top Gun: Maverick,Joseph Kosinski,-,-,130 min,2022,8.3,78        
1427,Heat,Michael Mann,-,-,170 min,1995,8.3,76        
1428,Star Wars: Episode VI - Return of the Jedi,Richard Marquand,-,-,131 min,1983,8.3,58        
1429,Princess Mononoke,Hayao Miyazaki,-,-,134 min,1997,8.3,76        
1430,North by Northwest,Alfred Hitchcock,-,-,136 min,1959,8.3,98        
1431,Dangal,Nitesh Tiwari,-,-,161 min,2016,8.3,-
1432,Kantara,Rishab Shetty,-,-,148 min,2022,8.3,-
1433,K.G.F: Chapter 2,Prashanth Neel,-,-,168 min,2022,8.3,-
1434,Vikram,Lokesh Kanagaraj,-,-,175 min,2022,8.3,-
1435,Shershaah,Vishnuvardhan,-,-,135 min,2021,8.3,-
1436,Raatchasan,Ram Kumar,-,-,170 min,2018,8.3,-
1437,Indiana Jones and the Last Crusade,Steven Spielberg,-,-,127 min,1989,8.2,65        
1438,Spider-Man: No Way Home,Jon Watts,-,-,148 min,2021,8.2,71        
1439,Jurassic Park,Steven Spielberg,-,-,127 min,1993,8.2,68        
1440,Batman Begins,Christopher Nolan,-,-,140 min,2005,8.2,70        
1441,1917,Sam Mendes,-,-,119 min,2019,8.2,78        
1442,Die Hard,John McTiernan,-,-,132 min,1988,8.2,72        
1443,Kill Bill: Vol. 1,Quentin Tarantino,-,-,111 min,2003,8.2,69        
1444,V for Vendetta,James McTeigue,-,-,132 min,2005,8.2,62        
1445,Ran,Akira Kurosawa,-,-,162 min,1985,8.2,97        
1446,Demon Slayer the Movie: Mugen Train,Haruo Sotozaki,-,-,117 min,2020,8.2,72        
1447,Gangs of Wasseypur,Anurag Kashyap,-,-,321 min,2012,8.2,89        
1448,Baahubali 2: The Conclusion,S.S. Rajamouli,-,-,167 min,2017,8.2,-
1449,Yojimbo,Akira Kurosawa,-,-,110 min,1961,8.2,93        
1450,Uri: The Surgical Strike,Aditya Dhar,-,-,138 min,2019,8.2,-
1451,The Dark Knight,Christopher Nolan,-,-,152 min,2008,9.0,84        
1452,The Lord of the Rings: The Return of the King,Peter Jackson,-,-,201 min,2003,9.0,94        
1453,Spider-Man: Across the Spider-Verse,Joaquim Dos Santos,Kemp Powers,Justin K. Thompson,140 min,2023,8.9,86        
1454,Inception,Christopher Nolan,-,-,148 min,2010,8.8,74        
1455,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,-,-,178 min,2001,8.8,92        
1456,The Lord of the Rings: The Two Towers,Peter Jackson,-,-,179 min,2002,8.8,87        
1457,The Matrix,Lana Wachowski,Lilly Wachowski,-,136 min,1999,8.7,73        
1458,Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,-,-,124 min,1980,8.7,82        
1459,Soorarai Pottru,Sudha Kongara,-,-,153 min,2020,8.7,-
1460,Terminator 2: Judgment Day,James Cameron,-,-,137 min,1991,8.6,75        
1461,Star Wars: Episode IV - A New Hope,George Lucas,-,-,121 min,1977,8.6,90        
1462,Seven Samurai,Akira Kurosawa,-,-,207 min,1954,8.6,98        
1463,Harakiri,Masaki Kobayashi,-,-,133 min,1962,8.6,85        
1464,Sita Ramam,Hanu Raghavapudi,-,-,163 min,2022,8.6,-
1465,Gladiator,Ridley Scott,-,-,155 min,2000,8.5,67        
1466,Léon: The Professional,Luc Besson,-,-,110 min,1994,8.5,64        
1467,Raiders of the Lost Ark,Steven Spielberg,-,-,115 min,1981,8.4,85        
1468,Spider-Man: Into the Spider-Verse,Bob Persichetti,Peter Ramsey,Rodney Rothman,117 min,2018,8.4,87        
1469,Avengers: Endgame,Anthony Russo,Joe Russo,-,181 min,2019,8.4,78        
1470,Aliens,James Cameron,-,-,137 min,1986,8.4,84        
1471,Oldboy,Park Chan-wook,-,-,120 min,2003,8.4,77        
1472,The Dark Knight Rises,Christopher Nolan,-,-,164 min,2012,8.4,78        
1473,Avengers: Infinity War,Anthony Russo,Joe Russo,-,149 min,2018,8.4,68        
1474,Kaithi,Lokesh Kanagaraj,-,-,145 min,2019,8.4,-
1475,Asuran,Vetrimaaran,-,-,141 min,2019,8.4,-
1476,Top Gun: Maverick,Joseph Kosinski,-,-,130 min,2022,8.3,78        
1477,Heat,Michael Mann,-,-,170 min,1995,8.3,76        
1478,Star Wars: Episode VI - Return of the Jedi,Richard Marquand,-,-,131 min,1983,8.3,58        
1479,Princess Mononoke,Hayao Miyazaki,-,-,134 min,1997,8.3,76        
1480,North by Northwest,Alfred Hitchcock,-,-,136 min,1959,8.3,98        
1481,Dangal,Nitesh Tiwari,-,-,161 min,2016,8.3,-
1482,Kantara,Rishab Shetty,-,-,148 min,2022,8.3,-
1483,K.G.F: Chapter 2,Prashanth Neel,-,-,168 min,2022,8.3,-
1484,Vikram,Lokesh Kanagaraj,-,-,175 min,2022,8.3,-
1485,Shershaah,Vishnuvardhan,-,-,135 min,2021,8.3,-
1486,Raatchasan,Ram Kumar,-,-,170 min,2018,8.3,-
1487,Indiana Jones and the Last Crusade,Steven Spielberg,-,-,127 min,1989,8.2,65        
1488,Spider-Man: No Way Home,Jon Watts,-,-,148 min,2021,8.2,71        
1489,Jurassic Park,Steven Spielberg,-,-,127 min,1993,8.2,68        
1490,Batman Begins,Christopher Nolan,-,-,140 min,2005,8.2,70        
1491,1917,Sam Mendes,-,-,119 min,2019,8.2,78        
1492,Die Hard,John McTiernan,-,-,132 min,1988,8.2,72        
1493,Kill Bill: Vol. 1,Quentin Tarantino,-,-,111 min,2003,8.2,69        
1494,V for Vendetta,James McTeigue,-,-,132 min,2005,8.2,62        
1495,Ran,Akira Kurosawa,-,-,162 min,1985,8.2,97        
1496,Demon Slayer the Movie: Mugen Train,Haruo Sotozaki,-,-,117 min,2020,8.2,72        
1497,Gangs of Wasseypur,Anurag Kashyap,-,-,321 min,2012,8.2,89        
1498,Baahubali 2: The Conclusion,S.S. Rajamouli,-,-,167 min,2017,8.2,-
1499,Yojimbo,Akira Kurosawa,-,-,110 min,1961,8.2,93        
1500,Uri: The Surgical Strike,Aditya Dhar,-,-,138 min,2019,8.2,-
1501,The Dark Knight,Christopher Nolan,-,-,152 min,2008,9.0,84        
1502,The Lord of the Rings: The Return of the King,Peter Jackson,-,-,201 min,2003,9.0,94        
1503,Spider-Man: Across the Spider-Verse,Joaquim Dos Santos,Kemp Powers,Justin K. Thompson,140 min,2023,8.9,86        
1504,Inception,Christopher Nolan,-,-,148 min,2010,8.8,74        
1505,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,-,-,178 min,2001,8.8,92        
1506,The Lord of the Rings: The Two Towers,Peter Jackson,-,-,179 min,2002,8.8,87        
1507,The Matrix,Lana Wachowski,Lilly Wachowski,-,136 min,1999,8.7,73        
1508,Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,-,-,124 min,1980,8.7,82        
1509,Soorarai Pottru,Sudha Kongara,-,-,153 min,2020,8.7,-
1510,Terminator 2: Judgment Day,James Cameron,-,-,137 min,1991,8.6,75        
1511,Star Wars: Episode IV - A New Hope,George Lucas,-,-,121 min,1977,8.6,90        
1512,Seven Samurai,Akira Kurosawa,-,-,207 min,1954,8.6,98        
1513,Harakiri,Masaki Kobayashi,-,-,133 min,1962,8.6,85        
1514,Sita Ramam,Hanu Raghavapudi,-,-,163 min,2022,8.6,-
1515,Gladiator,Ridley Scott,-,-,155 min,2000,8.5,67        
1516,Léon: The Professional,Luc Besson,-,-,110 min,1994,8.5,64        
1517,Raiders of the Lost Ark,Steven Spielberg,-,-,115 min,1981,8.4,85        
1518,Spider-Man: Into the Spider-Verse,Bob Persichetti,Peter Ramsey,Rodney Rothman,117 min,2018,8.4,87        
1519,Avengers: Endgame,Anthony Russo,Joe Russo,-,181 min,2019,8.4,78        
1520,Aliens,James Cameron,-,-,137 min,1986,8.4,84        
1521,Oldboy,Park Chan-wook,-,-,120 min,2003,8.4,77        
1522,The Dark Knight Rises,Christopher Nolan,-,-,164 min,2012,8.4,78        
1523,Avengers: Infinity War,Anthony Russo,Joe Russo,-,149 min,2018,8.4,68        
1524,Kaithi,Lokesh Kanagaraj,-,-,145 min,2019,8.4,-
1525,Asuran,Vetrimaaran,-,-,141 min,2019,8.4,-
1526,Top Gun: Maverick,Joseph Kosinski,-,-,130 min,2022,8.3,78        
1527,Heat,Michael Mann,-,-,170 min,1995,8.3,76        
1528,Star Wars: Episode VI - Return of the Jedi,Richard Marquand,-,-,131 min,1983,8.3,58        
1529,Princess Mononoke,Hayao Miyazaki,-,-,134 min,1997,8.3,76        
1530,North by Northwest,Alfred Hitchcock,-,-,136 min,1959,8.3,98        
1531,Dangal,Nitesh Tiwari,-,-,161 min,2016,8.3,-
1532,Kantara,Rishab Shetty,-,-,148 min,2022,8.3,-
1533,K.G.F: Chapter 2,Prashanth Neel,-,-,168 min,2022,8.3,-
1534,Vikram,Lokesh Kanagaraj,-,-,175 min,2022,8.3,-
1535,Shershaah,Vishnuvardhan,-,-,135 min,2021,8.3,-
1536,Raatchasan,Ram Kumar,-,-,170 min,2018,8.3,-
1537,Indiana Jones and the Last Crusade,Steven Spielberg,-,-,127 min,1989,8.2,65        
1538,Spider-Man: No Way Home,Jon Watts,-,-,148 min,2021,8.2,71        
1539,Jurassic Park,Steven Spielberg,-,-,127 min,1993,8.2,68        
1540,Batman Begins,Christopher Nolan,-,-,140 min,2005,8.2,70        
1541,1917,Sam Mendes,-,-,119 min,2019,8.2,78        
1542,Die Hard,John McTiernan,-,-,132 min,1988,8.2,72        
1543,Kill Bill: Vol. 1,Quentin Tarantino,-,-,111 min,2003,8.2,69        
1544,V for Vendetta,James McTeigue,-,-,132 min,2005,8.2,62        
1545,Ran,Akira Kurosawa,-,-,162 min,1985,8.2,97        
1546,Demon Slayer the Movie: Mugen Train,Haruo Sotozaki,-,-,117 min,2020,8.2,72        
1547,Gangs of Wasseypur,Anurag Kashyap,-,-,321 min,2012,8.2,89        
1548,Baahubali 2: The Conclusion,S.S. Rajamouli,-,-,167 min,2017,8.2,-
1549,Yojimbo,Akira Kurosawa,-,-,110 min,1961,8.2,93        
1550,Uri: The Surgical Strike,Aditya Dhar,-,-,138 min,2019,8.2,-
1551,The Dark Knight,Christopher Nolan,-,-,152 min,2008,9.0,84        
1552,The Lord of the Rings: The Return of the King,Peter Jackson,-,-,201 min,2003,9.0,94        
1553,Spider-Man: Across the Spider-Verse,Joaquim Dos Santos,Kemp Powers,Justin K. Thompson,140 min,2023,8.9,86        
1554,Inception,Christopher Nolan,-,-,148 min,2010,8.8,74        
1555,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,-,-,178 min,2001,8.8,92        
1556,The Lord of the Rings: The Two Towers,Peter Jackson,-,-,179 min,2002,8.8,87        
1557,The Matrix,Lana Wachowski,Lilly Wachowski,-,136 min,1999,8.7,73        
1558,Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,-,-,124 min,1980,8.7,82        
1559,Soorarai Pottru,Sudha Kongara,-,-,153 min,2020,8.7,-
1560,Terminator 2: Judgment Day,James Cameron,-,-,137 min,1991,8.6,75        
1561,Star Wars: Episode IV - A New Hope,George Lucas,-,-,121 min,1977,8.6,90        
1562,Seven Samurai,Akira Kurosawa,-,-,207 min,1954,8.6,98        
1563,Harakiri,Masaki Kobayashi,-,-,133 min,1962,8.6,85        
1564,Sita Ramam,Hanu Raghavapudi,-,-,163 min,2022,8.6,-
1565,Gladiator,Ridley Scott,-,-,155 min,2000,8.5,67        
1566,Léon: The Professional,Luc Besson,-,-,110 min,1994,8.5,64        
1567,Raiders of the Lost Ark,Steven Spielberg,-,-,115 min,1981,8.4,85        
1568,Spider-Man: Into the Spider-Verse,Bob Persichetti,Peter Ramsey,Rodney Rothman,117 min,2018,8.4,87        
1569,Avengers: Endgame,Anthony Russo,Joe Russo,-,181 min,2019,8.4,78        
1570,Aliens,James Cameron,-,-,137 min,1986,8.4,84        
1571,Oldboy,Park Chan-wook,-,-,120 min,2003,8.4,77        
1572,The Dark Knight Rises,Christopher Nolan,-,-,164 min,2012,8.4,78        
1573,Avengers: Infinity War,Anthony Russo,Joe Russo,-,149 min,2018,8.4,68        
1574,Kaithi,Lokesh Kanagaraj,-,-,145 min,2019,8.4,-
1575,Asuran,Vetrimaaran,-,-,141 min,2019,8.4,-
1576,Top Gun: Maverick,Joseph Kosinski,-,-,130 min,2022,8.3,78        
1577,Heat,Michael Mann,-,-,170 min,1995,8.3,76        
1578,Star Wars: Episode VI - Return of the Jedi,Richard Marquand,-,-,131 min,1983,8.3,58        
1579,Princess Mononoke,Hayao Miyazaki,-,-,134 min,1997,8.3,76        
1580,North by Northwest,Alfred Hitchcock,-,-,136 min,1959,8.3,98        
1581,Dangal,Nitesh Tiwari,-,-,161 min,2016,8.3,-
1582,Kantara,Rishab Shetty,-,-,148 min,2022,8.3,-
1583,K.G.F: Chapter 2,Prashanth Neel,-,-,168 min,2022,8.3,-
1584,Vikram,Lokesh Kanagaraj,-,-,175 min,2022,8.3,-
1585,Shershaah,Vishnuvardhan,-,-,135 min,2021,8.3,-
1586,Raatchasan,Ram Kumar,-,-,170 min,2018,8.3,-
1587,Indiana Jones and the Last Crusade,Steven Spielberg,-,-,127 min,1989,8.2,65        
1588,Spider-Man: No Way Home,Jon Watts,-,-,148 min,2021,8.2,71        
1589,Jurassic Park,Steven Spielberg,-,-,127 min,1993,8.2,68        
1590,Batman Begins,Christopher Nolan,-,-,140 min,2005,8.2,70        
1591,1917,Sam Mendes,-,-,119 min,2019,8.2,78        
1592,Die Hard,John McTiernan,-,-,132 min,1988,8.2,72        
1593,Kill Bill: Vol. 1,Quentin Tarantino,-,-,111 min,2003,8.2,69        
1594,V for Vendetta,James McTeigue,-,-,132 min,2005,8.2,62        
1595,Ran,Akira Kurosawa,-,-,162 min,1985,8.2,97        
1596,Demon Slayer the Movie: Mugen Train,Haruo Sotozaki,-,-,117 min,2020,8.2,72        
1597,Gangs of Wasseypur,Anurag Kashyap,-,-,321 min,2012,8.2,89        
1598,Baahubali 2: The Conclusion,S.S. Rajamouli,-,-,167 min,2017,8.2,-
1599,Yojimbo,Akira Kurosawa,-,-,110 min,1961,8.2,93        
1600,Uri: The Surgical Strike,Aditya Dhar,-,-,138 min,2019,8.2,-
1601,The Dark Knight,Christopher Nolan,-,-,152 min,2008,9.0,84        
1602,The Lord of the Rings: The Return of the King,Peter Jackson,-,-,201 min,2003,9.0,94        
1603,Spider-Man: Across the Spider-Verse,Joaquim Dos Santos,Kemp Powers,Justin K. Thompson,140 min,2023,8.9,86        
1604,Inception,Christopher Nolan,-,-,148 min,2010,8.8,74        
1605,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,-,-,178 min,2001,8.8,92        
1606,The Lord of the Rings: The Two Towers,Peter Jackson,-,-,179 min,2002,8.8,87        
1607,The Matrix,Lana Wachowski,Lilly Wachowski,-,136 min,1999,8.7,73        
1608,Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,-,-,124 min,1980,8.7,82        
1609,Soorarai Pottru,Sudha Kongara,-,-,153 min,2020,8.7,-
1610,Terminator 2: Judgment Day,James Cameron,-,-,137 min,1991,8.6,75        
1611,Star Wars: Episode IV - A New Hope,George Lucas,-,-,121 min,1977,8.6,90        
1612,Seven Samurai,Akira Kurosawa,-,-,207 min,1954,8.6,98        
1613,Harakiri,Masaki Kobayashi,-,-,133 min,1962,8.6,85        
1614,Sita Ramam,Hanu Raghavapudi,-,-,163 min,2022,8.6,-
1615,Gladiator,Ridley Scott,-,-,155 min,2000,8.5,67        
1616,Léon: The Professional,Luc Besson,-,-,110 min,1994,8.5,64        
1617,Raiders of the Lost Ark,Steven Spielberg,-,-,115 min,1981,8.4,85        
1618,Spider-Man: Into the Spider-Verse,Bob Persichetti,Peter Ramsey,Rodney Rothman,117 min,2018,8.4,87        
1619,Avengers: Endgame,Anthony Russo,Joe Russo,-,181 min,2019,8.4,78        
1620,Aliens,James Cameron,-,-,137 min,1986,8.4,84        
1621,Oldboy,Park Chan-wook,-,-,120 min,2003,8.4,77        
1622,The Dark Knight Rises,Christopher Nolan,-,-,164 min,2012,8.4,78        
1623,Avengers: Infinity War,Anthony Russo,Joe Russo,-,149 min,2018,8.4,68        
1624,Kaithi,Lokesh Kanagaraj,-,-,145 min,2019,8.4,-
1625,Asuran,Vetrimaaran,-,-,141 min,2019,8.4,-
1626,Top Gun: Maverick,Joseph Kosinski,-,-,130 min,2022,8.3,78        
1627,Heat,Michael Mann,-,-,170 min,1995,8.3,76        
1628,Star Wars: Episode VI - Return of the Jedi,Richard Marquand,-,-,131 min,1983,8.3,58        
1629,Princess Mononoke,Hayao Miyazaki,-,-,134 min,1997,8.3,76        
1630,North by Northwest,Alfred Hitchcock,-,-,136 min,1959,8.3,98        
1631,Dangal,Nitesh Tiwari,-,-,161 min,2016,8.3,-
1632,Kantara,Rishab Shetty,-,-,148 min,2022,8.3,-
1633,K.G.F: Chapter 2,Prashanth Neel,-,-,168 min,2022,8.3,-
1634,Vikram,Lokesh Kanagaraj,-,-,175 min,2022,8.3,-
1635,Shershaah,Vishnuvardhan,-,-,135 min,2021,8.3,-
1636,Raatchasan,Ram Kumar,-,-,170 min,2018,8.3,-
1637,Indiana Jones and the Last Crusade,Steven Spielberg,-,-,127 min,1989,8.2,65        
1638,Spider-Man: No Way Home,Jon Watts,-,-,148 min,2021,8.2,71        
1639,Jurassic Park,Steven Spielberg,-,-,127 min,1993,8.2,68        
1640,Batman Begins,Christopher Nolan,-,-,140 min,2005,8.2,70        
1641,1917,Sam Mendes,-,-,119 min,2019,8.2,78        
1642,Die Hard,John McTiernan,-,-,132 min,1988,8.2,72        
1643,Kill Bill: Vol. 1,Quentin Tarantino,-,-,111 min,2003,8.2,69        
1644,V for Vendetta,James McTeigue,-,-,132 min,2005,8.2,62        
1645,Ran,Akira Kurosawa,-,-,162 min,1985,8.2,97        
1646,Demon Slayer the Movie: Mugen Train,Haruo Sotozaki,-,-,117 min,2020,8.2,72        
1647,Gangs of Wasseypur,Anurag Kashyap,-,-,321 min,2012,8.2,89        
1648,Baahubali 2: The Conclusion,S.S. Rajamouli,-,-,167 min,2017,8.2,-
1649,Yojimbo,Akira Kurosawa,-,-,110 min,1961,8.2,93        
1650,Uri: The Surgical Strike,Aditya Dhar,-,-,138 min,2019,8.2,-
1651,The Dark Knight,Christopher Nolan,-,-,152 min,2008,9.0,84        
1652,The Lord of the Rings: The Return of the King,Peter Jackson,-,-,201 min,2003,9.0,94        
1653,Spider-Man: Across the Spider-Verse,Joaquim Dos Santos,Kemp Powers,Justin K. Thompson,140 min,2023,8.9,86        
1654,Inception,Christopher Nolan,-,-,148 min,2010,8.8,74        
1655,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,-,-,178 min,2001,8.8,92        
1656,The Lord of the Rings: The Two Towers,Peter Jackson,-,-,179 min,2002,8.8,87        
1657,The Matrix,Lana Wachowski,Lilly Wachowski,-,136 min,1999,8.7,73        
1658,Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,-,-,124 min,1980,8.7,82        
1659,Soorarai Pottru,Sudha Kongara,-,-,153 min,2020,8.7,-
1660,Terminator 2: Judgment Day,James Cameron,-,-,137 min,1991,8.6,75        
1661,Star Wars: Episode IV - A New Hope,George Lucas,-,-,121 min,1977,8.6,90        
1662,Seven Samurai,Akira Kurosawa,-,-,207 min,1954,8.6,98        
1663,Harakiri,Masaki Kobayashi,-,-,133 min,1962,8.6,85        
1664,Sita Ramam,Hanu Raghavapudi,-,-,163 min,2022,8.6,-
1665,Gladiator,Ridley Scott,-,-,155 min,2000,8.5,67        
1666,Léon: The Professional,Luc Besson,-,-,110 min,1994,8.5,64        
1667,Raiders of the Lost Ark,Steven Spielberg,-,-,115 min,1981,8.4,85        
1668,Spider-Man: Into the Spider-Verse,Bob Persichetti,Peter Ramsey,Rodney Rothman,117 min,2018,8.4,87        
1669,Avengers: Endgame,Anthony Russo,Joe Russo,-,181 min,2019,8.4,78        
1670,Aliens,James Cameron,-,-,137 min,1986,8.4,84        
1671,Oldboy,Park Chan-wook,-,-,120 min,2003,8.4,77        
1672,The Dark Knight Rises,Christopher Nolan,-,-,164 min,2012,8.4,78        
1673,Avengers: Infinity War,Anthony Russo,Joe Russo,-,149 min,2018,8.4,68        
1674,Kaithi,Lokesh Kanagaraj,-,-,145 min,2019,8.4,-
1675,Asuran,Vetrimaaran,-,-,141 min,2019,8.4,-
1676,Top Gun: Maverick,Joseph Kosinski,-,-,130 min,2022,8.3,78        
1677,Heat,Michael Mann,-,-,170 min,1995,8.3,76        
1678,Star Wars: Episode VI - Return of the Jedi,Richard Marquand,-,-,131 min,1983,8.3,58        
1679,Princess Mononoke,Hayao Miyazaki,-,-,134 min,1997,8.3,76        
1680,North by Northwest,Alfred Hitchcock,-,-,136 min,1959,8.3,98        
1681,Dangal,Nitesh Tiwari,-,-,161 min,2016,8.3,-
1682,Kantara,Rishab Shetty,-,-,148 min,2022,8.3,-
1683,K.G.F: Chapter 2,Prashanth Neel,-,-,168 min,2022,8.3,-
1684,Vikram,Lokesh Kanagaraj,-,-,175 min,2022,8.3,-
1685,Shershaah,Vishnuvardhan,-,-,135 min,2021,8.3,-
1686,Raatchasan,Ram Kumar,-,-,170 min,2018,8.3,-
1687,Indiana Jones and the Last Crusade,Steven Spielberg,-,-,127 min,1989,8.2,65        
1688,Spider-Man: No Way Home,Jon Watts,-,-,148 min,2021,8.2,71        
1689,Jurassic Park,Steven Spielberg,-,-,127 min,1993,8.2,68        
1690,Batman Begins,Christopher Nolan,-,-,140 min,2005,8.2,70        
1691,1917,Sam Mendes,-,-,119 min,2019,8.2,78        
1692,Die Hard,John McTiernan,-,-,132 min,1988,8.2,72        
1693,Kill Bill: Vol. 1,Quentin Tarantino,-,-,111 min,2003,8.2,69        
1694,V for Vendetta,James McTeigue,-,-,132 min,2005,8.2,62        
1695,Ran,Akira Kurosawa,-,-,162 min,1985,8.2,97        
1696,Demon Slayer the Movie: Mugen Train,Haruo Sotozaki,-,-,117 min,2020,8.2,72        
1697,Gangs of Wasseypur,Anurag Kashyap,-,-,321 min,2012,8.2,89        
1698,Baahubali 2: The Conclusion,S.S. Rajamouli,-,-,167 min,2017,8.2,-
1699,Yojimbo,Akira Kurosawa,-,-,110 min,1961,8.2,93        
1700,Uri: The Surgical Strike,Aditya Dhar,-,-,138 min,2019,8.2,-
1701,The Dark Knight,Christopher Nolan,-,-,152 min,2008,9.0,84        
1702,The Lord of the Rings: The Return of the King,Peter Jackson,-,-,201 min,2003,9.0,94        
1703,Spider-Man: Across the Spider-Verse,Joaquim Dos Santos,Kemp Powers,Justin K. Thompson,140 min,2023,8.9,86        
1704,Inception,Christopher Nolan,-,-,148 min,2010,8.8,74        
1705,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,-,-,178 min,2001,8.8,92        
1706,The Lord of the Rings: The Two Towers,Peter Jackson,-,-,179 min,2002,8.8,87        
1707,The Matrix,Lana Wachowski,Lilly Wachowski,-,136 min,1999,8.7,73        
1708,Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,-,-,124 min,1980,8.7,82        
1709,Soorarai Pottru,Sudha Kongara,-,-,153 min,2020,8.7,-
1710,Terminator 2: Judgment Day,James Cameron,-,-,137 min,1991,8.6,75        
1711,Star Wars: Episode IV - A New Hope,George Lucas,-,-,121 min,1977,8.6,90        
1712,Seven Samurai,Akira Kurosawa,-,-,207 min,1954,8.6,98        
1713,Harakiri,Masaki Kobayashi,-,-,133 min,1962,8.6,85        
1714,Sita Ramam,Hanu Raghavapudi,-,-,163 min,2022,8.6,-
1715,Gladiator,Ridley Scott,-,-,155 min,2000,8.5,67        
1716,Léon: The Professional,Luc Besson,-,-,110 min,1994,8.5,64        
